Gene,IFNa,IFNg,celltype_level,subset
TRIO,-0.61560445,-0.48535207,PBMC,PBMC
SCLT1,1.007675644,0.112393061,PBMC,PBMC
EHD4,0.877022796,0.155360385,PBMC,PBMC
TAGLN2,-0.218657147,0.008021926,PBMC,PBMC
ZNF92,0.166967972,-0.022039533,PBMC,PBMC
PSME1,0.446700786,0.679704136,PBMC,PBMC
B3GNT2,0.433594123,-0.034062242,PBMC,PBMC
CHMP5,1.119078051,0.297229724,PBMC,PBMC
ARHGEF3,0.421957719,0.492088894,PBMC,PBMC
GBP1,1.199620406,2.565859024,PBMC,PBMC
GNB4,0.270986256,0.634810247,PBMC,PBMC
DYNLT1,0.951758999,0.672599331,PBMC,PBMC
FAM43A,-0.659542369,-0.442993575,PBMC,PBMC
GTPBP1,0.849115983,0.369066966,PBMC,PBMC
SCML4,0.598957837,-0.067300163,PBMC,PBMC
TBC1D1,0.952971047,0.577927494,PBMC,PBMC
DPEP2,-0.428189741,-0.589401944,PBMC,PBMC
TMEM268,0.457431283,0.289966617,PBMC,PBMC
YPEL3,-0.326089216,-0.282960218,PBMC,PBMC
RASGRP3,1.136100233,0.365800124,PBMC,PBMC
CCDC85B,0.777153887,0.005142754,PBMC,PBMC
TCP11L2,-0.289687743,-0.249830066,PBMC,PBMC
ELK4,0.105582442,0.18543416,PBMC,PBMC
CD48,0.337355839,0.19934465,PBMC,PBMC
INPP5A,-0.422996442,-0.316796678,PBMC,PBMC
FXYD5,-0.452882487,-0.187659825,PBMC,PBMC
SECISBP2L,-0.038529472,0.019428401,PBMC,PBMC
PRDM4,-0.093447102,-0.24970722,PBMC,PBMC
SP140,0.992746272,0.465758925,PBMC,PBMC
EVL,0.023390542,0.056189739,PBMC,PBMC
DCK,0.072397429,0.202689559,PBMC,PBMC
PNRC1,-0.741555062,-0.046167613,PBMC,PBMC
PIK3AP1,0.585693088,0.102195913,PBMC,PBMC
NAGK,0.498621789,0.111906679,PBMC,PBMC
RERE,0.209143415,0.171902843,PBMC,PBMC
EHD3,-0.601279016,-0.405662826,PBMC,PBMC
ANKFY1,0.822175064,0.070076309,PBMC,PBMC
PIM1,-0.258306495,0.395284551,PBMC,PBMC
TRIM34,0.999385119,-0.170271575,PBMC,PBMC
FAM111B,-1.073119408,-0.38452331,PBMC,PBMC
PSMB8,0.506186335,0.539248039,PBMC,PBMC
ITGA4,0.147374583,0.012741042,PBMC,PBMC
MOB3A,-0.381908567,-0.217756136,PBMC,PBMC
RGS2,-0.646821222,-0.694440612,PBMC,PBMC
CHSY1,0.553890425,0.171679334,PBMC,PBMC
PSMB10,0.369109462,0.759811571,PBMC,PBMC
RNF31,0.670259944,0.112558619,PBMC,PBMC
ZC3HAV1,0.251534811,0.114761691,PBMC,PBMC
TCIRG1,0.256341274,0.079485792,PBMC,PBMC
CCND3,0.462034265,-0.073794671,PBMC,PBMC
UBALD2,0.512465929,-0.083867406,PBMC,PBMC
RIN3,-0.204432879,-0.256800141,PBMC,PBMC
TTC3,-0.41575942,-0.064992673,PBMC,PBMC
CD2AP,0.634377738,0.317406554,PBMC,PBMC
EMILIN2,-0.191706465,-0.635385434,PBMC,PBMC
SLC49A4,-0.497293474,-0.274182148,PBMC,PBMC
VAT1,-0.341259709,-0.364055514,PBMC,PBMC
CD82,-0.524132376,-0.564763502,PBMC,PBMC
TNS3,0.007881399,0.419832033,PBMC,PBMC
GLIPR1,-0.65615525,-0.612295409,PBMC,PBMC
LYST,-0.068111711,-0.102793673,PBMC,PBMC
IDH3A,0.322791482,0.121461246,PBMC,PBMC
CFLAR,0.21055966,0.04488973,PBMC,PBMC
CHST11,-0.403100838,-0.20084043,PBMC,PBMC
TAGAP,0.609932411,0.042537912,PBMC,PBMC
CXCR4,-0.339904087,-0.189749111,PBMC,PBMC
KLHL2,-0.343451241,-0.066907487,PBMC,PBMC
RUNX3,-0.069854901,0.071856099,PBMC,PBMC
GSDMD,0.483326826,0.474304325,PBMC,PBMC
NOP53,-0.367117185,-0.134976195,PBMC,PBMC
AZI2,0.904334048,-0.091694075,PBMC,PBMC
JUP,1.09162606,-1.462430052,PBMC,PBMC
LNPEP,0.405831291,0.027383027,PBMC,PBMC
SELL,0.265980399,0.228649885,PBMC,PBMC
TENT4A,0.366859642,0.261859416,PBMC,PBMC
MCOLN2,0.53164297,0.738281069,PBMC,PBMC
RAB8A,0.488661,0.121474264,PBMC,PBMC
SIDT1,0.448479063,0.152707379,PBMC,PBMC
HERPUD1,-0.246260091,-0.006950963,PBMC,PBMC
EZR,-0.115486866,-0.254092414,PBMC,PBMC
CASP4,0.396466705,0.689540778,PBMC,PBMC
TMSB10,0.335116109,0.673535023,PBMC,PBMC
EIF4B,-0.762455448,-0.078152501,PBMC,PBMC
EIF3L,-1.127246067,-0.023978625,PBMC,PBMC
PARP11,1.119084872,0.713883925,PBMC,PBMC
KDM2B,-0.498777785,-0.346984418,PBMC,PBMC
GAB2,-0.414905748,-0.368847428,PBMC,PBMC
UBXN11,-0.643867799,-0.556966184,PBMC,PBMC
PARP8,0.270895606,0.212166639,PBMC,PBMC
CHPT1,-0.406233983,-0.243965408,PBMC,PBMC
TRIB1,0.544414388,-1.14468801,PBMC,PBMC
GPX4,-0.421098788,-0.239829289,PBMC,PBMC
VRK2,0.138480963,0.816946364,PBMC,PBMC
FURIN,-0.2479415,-0.391904793,PBMC,PBMC
COX4I1,-0.614568896,0.01163229,PBMC,PBMC
C12orf57,-0.721519024,-0.113885893,PBMC,PBMC
MAPK8IP3,-0.343576818,-0.262118862,PBMC,PBMC
TGFBR2,-0.326011157,-0.097728438,PBMC,PBMC
FNBP1,-0.265886025,0.043127792,PBMC,PBMC
PTOV1,-0.404219154,-0.357353094,PBMC,PBMC
FADS3,-0.846265599,-0.863682562,PBMC,PBMC
PRDM2,-0.25783586,-0.105272774,PBMC,PBMC
RASSF2,-0.898106823,-0.459040254,PBMC,PBMC
LSR,-0.18862366,-0.130544084,PBMC,PBMC
HPCAL1,-0.127547763,-0.23675256,PBMC,PBMC
PLEKHO1,0.477401432,0.824732981,PBMC,PBMC
C12orf42,-0.552640646,-0.628606752,PBMC,PBMC
EEF1B2,-0.643636468,0.089105725,PBMC,PBMC
MFN1,0.126369527,0.008095641,PBMC,PBMC
CD164,0.770726824,0.200490399,PBMC,PBMC
UCP2,-0.157072441,-0.168450447,PBMC,PBMC
TRIM26,0.691502355,0.261430935,PBMC,PBMC
B4GALT1,-0.204748431,-0.20248568,PBMC,PBMC
TRIM38,0.768242961,0.006606459,PBMC,PBMC
TPP1,-0.421870538,-0.292302963,PBMC,PBMC
CKLF,-0.432553025,-0.154918372,PBMC,PBMC
IL16,-0.348846676,-0.191934053,PBMC,PBMC
CERK,-0.493564048,-0.303062715,PBMC,PBMC
BACH1,-0.191224101,-0.094483181,PBMC,PBMC
DIP2B,-0.005814437,-0.224163174,PBMC,PBMC
KLHL5,-0.244052939,-0.138244331,PBMC,PBMC
TPCN1,-0.701780692,-0.704832711,PBMC,PBMC
SLC38A5,1.59688376,0.511725409,PBMC,PBMC
KAT6B,-0.340344623,-0.107826786,PBMC,PBMC
CNDP2,0.357768855,0.683042925,PBMC,PBMC
RFTN1,-0.280074175,-0.109127634,PBMC,PBMC
RUBCNL,-0.478850663,-0.143613227,PBMC,PBMC
AFF3,-0.460251528,-0.418256689,PBMC,PBMC
WNK1,-0.138487362,-0.267926543,PBMC,PBMC
DNAJA1,0.399947831,0.456100748,PBMC,PBMC
IRF2,0.437558328,0.438179707,PBMC,PBMC
ELMO1,0.129367327,0.154797715,PBMC,PBMC
RAB37,-0.735150744,-0.162557011,PBMC,PBMC
PRKAG2,0.380387167,0.018981405,PBMC,PBMC
FER,-0.242285576,-0.173946593,PBMC,PBMC
GPR180,0.749030018,0.084647571,PBMC,PBMC
ELF4,0.432793519,0.202211675,PBMC,PBMC
BRI3,0.226104182,0.178287459,PBMC,PBMC
ELF1,0.344215471,-0.055900865,PBMC,PBMC
RACK1,-0.26419722,-0.282494857,PBMC,PBMC
GBP5,0.825395137,2.506724925,PBMC,PBMC
GBP2,0.18851255,1.249841991,PBMC,PBMC
WARS,0.598886641,3.183593078,PBMC,PBMC
IRF1,0.104679992,1.244395916,PBMC,PBMC
PLAAT4,0.207238456,0.892720939,PBMC,PBMC
SOCS1,0.968616376,3.224023643,PBMC,PBMC
SYNE2,0.092906952,0.605643041,PBMC,PBMC
APOL2,0.521511932,1.231184773,PBMC,PBMC
ZNF267,0.170091692,0.586278468,PBMC,PBMC
SBNO2,0.114823948,0.901659612,PBMC,PBMC
PMAIP1,0.379101114,0.756043847,PBMC,PBMC
GPR183,-0.311118115,-0.352554855,PBMC,PBMC
EAF2,0.335468934,0.678679805,PBMC,PBMC
SLAMF1,-0.394430458,0.233205286,PBMC,PBMC
RNASE6,-1.250660754,-2.38930098,PBMC,PBMC
SOD2,-0.33023934,0.430305857,PBMC,PBMC
KLF2,-0.235494133,-0.23401333,PBMC,PBMC
ERAP2,0.302074785,0.510670475,PBMC,PBMC
WHRN,0.144054798,-0.47113562,PBMC,PBMC
RASA3,-0.257136197,-0.21032959,PBMC,PBMC
CENPM,-0.228447727,-0.449740196,PBMC,PBMC
AHNAK,-0.572723153,-0.310964168,PBMC,PBMC
SPOCK2,0.094474049,-0.111439173,PBMC,PBMC
CDC42SE2,-0.339827832,0.348948128,PBMC,PBMC
PHACTR1,-0.383200066,-1.162448866,PBMC,PBMC
STAT3,0.169931384,0.529454621,PBMC,PBMC
LPIN2,0.44584873,0.577867176,PBMC,PBMC
BASP1,0.647652676,0.135897034,PBMC,PBMC
PIK3IP1,-0.016251657,-0.423313905,PBMC,PBMC
SPPL2A,0.247666559,0.441517925,PBMC,PBMC
TNFRSF13C,-0.26351504,-0.602026144,PBMC,PBMC
LACTB,0.267826894,0.662774307,PBMC,PBMC
ITPKB,-0.232786856,-0.375004486,PBMC,PBMC
MVP,0.596901504,0.491138286,PBMC,PBMC
PALM2-AKAP2,-0.065876379,1.091216628,PBMC,PBMC
SLC6A16,-0.263110438,-0.422440176,PBMC,PBMC
BCL6,-0.193897841,0.895406077,PBMC,PBMC
ZBTB16,-0.270236197,-0.240915611,PBMC,PBMC
GRASP,-0.505383065,-0.846375615,PBMC,PBMC
LFNG,-0.272673424,-0.44628499,PBMC,PBMC
ZNF318,-0.610684362,-0.353047242,PBMC,PBMC
UBE2J1,-0.025565124,0.334522566,PBMC,PBMC
AC119396.1,-0.161217707,-0.325948719,PBMC,PBMC
RMC1,-0.03380923,0.38530904,PBMC,PBMC
MAT2B,0.017403403,0.332379421,PBMC,PBMC
L3HYPDH,-0.181074024,0.186496326,PBMC,PBMC
CEMIP2,-0.348305862,-0.231416463,PBMC,PBMC
INF2,-0.11944186,-0.419185052,PBMC,PBMC
S1PR4,-0.10809916,-0.231750108,PBMC,PBMC
HIP1R,-0.244320406,-0.295321363,PBMC,PBMC
MGAT5,-0.251146713,-0.190513082,PBMC,PBMC
P2RX5,-0.149343437,-0.531011489,PBMC,PBMC
ARHGEF18,-0.099017987,-0.30641507,PBMC,PBMC
KLF7,-0.299093863,-0.684137379,PBMC,PBMC
MKNK2,-0.259259769,-0.245469794,PBMC,PBMC
CTNND1,-0.279167393,-0.353996424,PBMC,PBMC
NLRP1,-0.243798101,-0.195977169,PBMC,PBMC
BLK,-0.172147284,-0.499768665,PBMC,PBMC
NPC2,-0.090417121,0.063292874,PBMC,PBMC
CD74,0.493603571,1.456880756,PBMC,PBMC
IER5,-0.015536372,-0.364324904,PBMC,PBMC
CLCF1,-0.425595331,-0.411619127,PBMC,PBMC
PECAM1,-0.681867294,-0.974734607,PBMC,PBMC
SH3TC1,-0.512927151,-0.399974201,PBMC,PBMC
CD83,-0.640556534,-0.515670135,PBMC,PBMC
MAN2A2,-0.339973699,-0.212768708,PBMC,PBMC
NIBAN3,-0.273790312,-0.496879283,PBMC,PBMC
BCL7A,-0.531538197,-0.731281536,PBMC,PBMC
SNX10,1.010928886,2.700236258,PBMC,PBMC
TNFRSF14,0.113862875,0.376665003,PBMC,PBMC
WDFY2,-0.147315016,-0.14665188,PBMC,PBMC
S100A4,-0.86955052,-0.212601223,PBMC,PBMC
SGSH,-0.652455197,-0.372537385,PBMC,PBMC
RIPK2,0.176761661,0.859144356,PBMC,PBMC
POU2AF1,-0.270814364,-0.552086708,PBMC,PBMC
REL,-0.295975013,-0.306371505,PBMC,PBMC
SMAP2,-0.215535531,-0.126483001,PBMC,PBMC
IDH2,0.429044301,0.23512462,PBMC,PBMC
PARVB,-0.420156312,-0.289750006,PBMC,PBMC
MANBA,-0.364171609,-0.394862824,PBMC,PBMC
ANKRD13A,0.031916998,0.216951599,PBMC,PBMC
BPTF,-0.240290201,-0.197427201,PBMC,PBMC
IQSEC1,-0.195052397,-0.10076026,PBMC,PBMC
ADGRE5,-0.026223264,0.203480016,PBMC,PBMC
BAZ1A,0.171833081,0.442587653,PBMC,PBMC
RAPGEF1,-0.116230598,-0.201841998,PBMC,PBMC
ATP2A3,-0.248155631,-0.197564344,PBMC,PBMC
TP53I11,-0.466500232,-0.596456325,PBMC,PBMC
MAP2K3,-0.479512729,-0.336064676,PBMC,PBMC
GGA2,-0.288713474,-0.282009119,PBMC,PBMC
NUCB1,0.150472941,0.54705031,PBMC,PBMC
MSN,-0.068716187,-0.07556788,PBMC,PBMC
CLEC17A,-0.470984678,-0.596863685,PBMC,PBMC
VEGFB,-0.334500307,-0.252898596,PBMC,PBMC
PPFIBP2,-0.16248185,-0.481709463,PBMC,PBMC
CAPG,0.067588915,0.180998701,PBMC,PBMC
STAT5A,0.251751544,0.279583089,PBMC,PBMC
QPCTL,-0.370840465,-0.483375296,PBMC,PBMC
GDI2,-0.041062538,0.141318832,PBMC,PBMC
AKNA,-0.166062016,-0.127603182,PBMC,PBMC
RFX5,0.162496586,0.288420388,PBMC,PBMC
FCHO1,-0.224253359,-0.163539217,PBMC,PBMC
CIITA,-0.225858188,0.868676591,PBMC,PBMC
CYLD,-0.001356787,0.093202794,PBMC,PBMC
MGMT,-0.259120182,-0.042609235,PBMC,PBMC
BANK1,0.00439595,0.479130944,PBMC,PBMC
BLNK,0.479967149,0.617016909,PBMC,PBMC
SLC25A32,-0.072768952,0.203844131,PBMC,PBMC
MT2A,2.381468377,1.550381856,PBMC,PBMC
SP100,1.364726312,0.149999673,PBMC,PBMC
SPATS2L,2.891822956,0.250413573,PBMC,PBMC
LAMP3,5.145523355,2.012988804,PBMC,PBMC
PGAP1,2.636699198,1.054364058,PBMC,PBMC
LGALS3BP,1.668182265,1.068052318,PBMC,PBMC
SLFN12L,1.281886496,0.480551374,PBMC,PBMC
GPR155,0.946572218,0.574994737,PBMC,PBMC
ALOX5AP,0.991597714,0.022040683,PBMC,PBMC
RARA,0.667186667,-0.059966014,PBMC,PBMC
TOMM7,-0.631141445,-0.02936736,PBMC,PBMC
ACTG1,-0.428279381,0.222158165,PBMC,PBMC
KPNB1,0.829145724,0.470511025,PBMC,PBMC
UTRN,0.606225832,-0.046133494,PBMC,PBMC
ATP10A,0.832923477,0.032364181,PBMC,PBMC
DAPP1,0.468549701,0.462202148,PBMC,PBMC
FBL,-0.667782467,-0.001876839,PBMC,PBMC
STIMATE,0.595428984,0.096594392,PBMC,PBMC
HADHA,-0.596315982,0.004390125,PBMC,PBMC
HELB,0.625260681,0.272136216,PBMC,PBMC
OGFR,0.524134872,0.396680641,PBMC,PBMC
UBQLN2,0.432294718,0.232981069,PBMC,PBMC
YEATS2,0.759091049,-0.070903231,PBMC,PBMC
GIMAP4,0.430815074,0.265842081,PBMC,PBMC
KLHDC7B,1.56013843,0.697546653,PBMC,PBMC
APBB1IP,-0.417492498,-0.01292985,PBMC,PBMC
HAPLN3,0.159390694,1.144286271,PBMC,PBMC
NLRC5,0.170816915,0.557216552,PBMC,PBMC
LINS1,-0.077203738,0.523208444,PBMC,PBMC
CCL24,-5.37454929,-6.850424475,PBMC,PBMC
FN1,-4.076987641,-4.291278262,PBMC,PBMC
SDC2,-3.679348198,-7.394313298,PBMC,PBMC
THBS1,-2.711429774,-6.497193707,PBMC,PBMC
CCL8,2.94518063,2.685493595,PBMC,PBMC
IFI27,5.307782673,4.518011915,PBMC,PBMC
MS4A6A,2.605374185,2.189307373,PBMC,PBMC
SERPING1,2.991479882,5.011873125,PBMC,PBMC
APOBEC3A,2.37296141,1.464064971,PBMC,PBMC
BTG1,-0.13451108,-0.338510311,PBMC,PBMC
VMO1,-2.780936004,-4.905144492,PBMC,PBMC
IFITM3,2.058886148,0.991814916,PBMC,PBMC
CD52,-0.111207465,-0.187635491,PBMC,PBMC
CXCL10,2.063134405,5.090260292,PBMC,PBMC
OTOF,3.453088526,0.274885573,PBMC,PBMC
CTSL,1.952022223,1.002194768,PBMC,PBMC
PID1,-2.865995032,-6.290422706,PBMC,PBMC
NFXL1,-1.164212985,-0.945251969,PBMC,PBMC
MT-CO3,-0.262622941,-0.098778343,PBMC,PBMC
TCN2,2.59241378,2.32569165,PBMC,PBMC
CXCL16,-1.305096432,-1.113919812,PBMC,PBMC
PHLDA1,-1.805436979,-1.327718051,PBMC,PBMC
MT-ATP6,-0.232807296,-0.192147547,PBMC,PBMC
MT-ND4,-0.215178731,-0.099028231,PBMC,PBMC
VCAN,-1.608402898,-4.30716142,PBMC,PBMC
GSN,-0.948985581,-0.078934979,PBMC,PBMC
IL4I1,1.790054548,1.507307936,PBMC,PBMC
CPQ,-0.772919881,-0.721659541,PBMC,PBMC
LIPA,-0.25227217,0.31488924,PBMC,PBMC
EREG,-1.868900203,-5.328040192,PBMC,PBMC
CALHM6,1.418366902,4.444505764,PBMC,PBMC
KLF6,0.560811124,0.297917957,PBMC,PBMC
MEFV,1.817292752,2.205620857,PBMC,PBMC
MT-ND3,-0.25290534,-0.038874268,PBMC,PBMC
ACADVL,-0.585826997,-0.562893044,PBMC,PBMC
RGL1,1.294528918,0.29589161,PBMC,PBMC
RHBDD2,-0.265281054,-0.866670206,PBMC,PBMC
SECTM1,1.510845952,2.23467499,PBMC,PBMC
RAB7B,-3.603156773,-2.531874508,PBMC,PBMC
MS4A7,-1.255299829,-2.040888953,PBMC,PBMC
CXCL11,3.966643427,6.136365116,PBMC,PBMC
FGL2,1.137355084,1.943505883,PBMC,PBMC
MS4A4A,2.041792072,-1.974070685,PBMC,PBMC
FABP5,-1.149497829,-1.200573636,PBMC,PBMC
MT-CYB,-0.471200299,-0.070465863,PBMC,PBMC
MARCKS,1.178662675,-0.149804437,PBMC,PBMC
MT-CO2,-0.168390745,-0.07985517,PBMC,PBMC
VAMP5,0.697338142,2.257795761,PBMC,PBMC
CD300E,1.15362772,-2.658840655,PBMC,PBMC
HESX1,2.063329458,1.077214583,PBMC,PBMC
ITGB2,-0.648384481,-0.128869545,PBMC,PBMC
ITGB7,0.139044106,0.360035032,PBMC,PBMC
LTA4H,-0.726519375,-0.243138725,PBMC,PBMC
FCGRT,-0.749094114,-0.460543592,PBMC,PBMC
MMP19,-1.172215906,-4.666952868,PBMC,PBMC
MT-ND4L,-0.17950683,-0.150149095,PBMC,PBMC
CMKLR1,0.674994216,1.271853555,PBMC,PBMC
PLXDC2,-1.378220545,-0.885957964,PBMC,PBMC
LSP1,-0.284036474,-0.045277,PBMC,PBMC
ANXA4,0.974326414,0.646149659,PBMC,PBMC
CCR5,0.943840921,0.192652997,PBMC,PBMC
GPRIN3,-0.652453801,-0.380404745,PBMC,PBMC
CDKN1A,1.1382218,1.304457625,PBMC,PBMC
MT-ND5,-0.140833838,-0.289130929,PBMC,PBMC
SLC16A10,-0.800012274,-0.836082282,PBMC,PBMC
ATOX1,0.5144117,0.612023228,PBMC,PBMC
FAM107B,-0.221271161,0.097544231,PBMC,PBMC
SDC3,2.235031184,4.082138095,PBMC,PBMC
MS4A14,-1.401311729,-2.371202815,PBMC,PBMC
ATP13A3,-0.865119229,-0.538897643,PBMC,PBMC
RNASE1,-0.998229468,-6.056917539,PBMC,PBMC
NAV1,-1.295552064,-1.370251027,PBMC,PBMC
SLC5A3,-0.307018324,-0.396096993,PBMC,PBMC
ABCC3,-1.84613287,-3.094024592,PBMC,PBMC
PLAUR,-0.946789738,-0.57853758,PBMC,PBMC
HIST1H1C,-0.310400081,-0.028170198,PBMC,PBMC
SAMD4A,2.139343059,2.930852291,PBMC,PBMC
DYSF,2.200703848,2.419750521,PBMC,PBMC
GIMAP7,0.218489358,0.236440412,PBMC,PBMC
FBP1,-1.254017762,0.111976911,PBMC,PBMC
CCR1,1.005024678,-0.004636617,PBMC,PBMC
SLAMF7,0.624716832,1.753803885,PBMC,PBMC
SORL1,-0.404015537,-0.216206263,PBMC,PBMC
KCNAB2,-0.401174019,-0.223118008,PBMC,PBMC
ZFP36L1,-0.288970531,-0.649091809,PBMC,PBMC
SDS,1.342340332,-0.744005486,PBMC,PBMC
RIN2,0.967134035,-0.861120774,PBMC,PBMC
CFB,3.021690216,4.317430707,PBMC,PBMC
TGFBI,-0.911506221,-1.538747964,PBMC,PBMC
MDK,2.344843758,1.121432052,PBMC,PBMC
SLC11A1,-2.04240875,-3.554618184,PBMC,PBMC
FTH1,-0.398461811,-0.560792579,PBMC,PBMC
LILRB4,1.9440888,1.533118556,PBMC,PBMC
LMNB1,0.51942018,1.488835026,PBMC,PBMC
ACOT9,0.737777146,0.000500473,PBMC,PBMC
CGAS,0.55095902,0.698716425,PBMC,PBMC
CREG1,0.684198364,0.512580623,PBMC,PBMC
IFI30,0.801603544,0.431028781,PBMC,PBMC
HIPK2,-0.249514855,-0.309954263,PBMC,PBMC
ADAMDEC1,1.96146775,1.239726004,PBMC,PBMC
HIF1A,-0.352423673,-0.728752087,PBMC,PBMC
POR,-0.575961438,-0.52798618,PBMC,PBMC
ATP6AP2,-0.52053637,-0.101054211,PBMC,PBMC
SH3BGRL3,-0.271991655,-0.31098541,PBMC,PBMC
LRP1,-0.849466942,-1.524281435,PBMC,PBMC
RUFY4,2.372316257,2.141585664,PBMC,PBMC
MT-ND2,-0.074752184,-0.374627057,PBMC,PBMC
PPDPF,0.355112859,0.132141691,PBMC,PBMC
XCR1,1.984534685,-2.788942329,PBMC,PBMC
FZD2,1.332081731,1.890885455,PBMC,PBMC
CAT,-0.477010066,-0.381563404,PBMC,PBMC
ATP2B1,-0.552863937,-0.254909684,PBMC,PBMC
AIM2,1.186845993,1.612246805,PBMC,PBMC
TBXAS1,-1.238348193,-1.476178702,PBMC,PBMC
PDE1B,-1.354797572,-1.318805323,PBMC,PBMC
GRN,0.698635718,0.593237432,PBMC,PBMC
ITGAX,-0.661397872,-0.052816956,PBMC,PBMC
NADK,0.670901579,0.335761845,PBMC,PBMC
CD72,0.470071326,1.069166193,PBMC,PBMC
CD274,0.821672457,2.68921115,PBMC,PBMC
DLG4,-0.838870349,-0.75491606,PBMC,PBMC
FOS,-0.786779814,-2.34195437,PBMC,PBMC
SLC43A2,-0.742490121,-1.136095751,PBMC,PBMC
MDM2,0.090986751,0.09737095,PBMC,PBMC
ABHD12,0.541507261,0.32705082,PBMC,PBMC
AQP9,-0.976851364,-2.347733637,PBMC,PBMC
NAB2,-0.47260248,-0.468317712,PBMC,PBMC
ARHGDIB,-0.210954189,-0.098666461,PBMC,PBMC
PFDN5,-0.494160158,-0.131274509,PBMC,PBMC
LILRA5,1.044211757,0.186827403,PBMC,PBMC
DEFB1,6.265112968,3.862957401,PBMC,PBMC
ANPEP,-0.743852954,0.098137425,PBMC,PBMC
NINJ1,0.399578542,0.21916353,PBMC,PBMC
CTSD,0.543490128,-0.467302,PBMC,PBMC
MYO1G,0.114112233,0.023631816,PBMC,PBMC
FAM20C,-0.679077235,-1.034898977,PBMC,PBMC
PALLD,-1.066373036,-3.082785922,PBMC,PBMC
MXD1,0.665901096,-0.426224079,PBMC,PBMC
FYB1,-0.007397304,0.035663599,PBMC,PBMC
CD47,0.078932619,0.07026096,PBMC,PBMC
PPT1,-0.374267632,-0.275181809,PBMC,PBMC
PTGS1,-0.991450134,-0.863504547,PBMC,PBMC
PARVG,-0.138084294,-0.183499578,PBMC,PBMC
CST3,0.694941835,0.705016631,PBMC,PBMC
PTPA,0.230274054,0.273607013,PBMC,PBMC
APLP2,-0.542706506,-0.929923602,PBMC,PBMC
AMPD2,-0.662057049,-0.532724271,PBMC,PBMC
APMAP,-0.401427266,-0.137583188,PBMC,PBMC
LAIR1,0.213433918,-0.22930022,PBMC,PBMC
OPTN,0.217746068,0.201030762,PBMC,PBMC
ADA2,0.392614398,0.410456229,PBMC,PBMC
COTL1,-0.296481215,0.023885281,PBMC,PBMC
ZBED1,0.229167813,0.091777716,PBMC,PBMC
KCNC3,-0.856126742,-0.571547002,PBMC,PBMC
LST1,-0.935070744,0.616828243,PBMC,PBMC
TBC1D8,-0.953959961,-2.251369056,PBMC,PBMC
TGOLN2,-0.110564765,-0.152382854,PBMC,PBMC
ARHGAP9,-0.214878515,-0.260936134,PBMC,PBMC
ETS2,-0.294455967,-0.090441268,PBMC,PBMC
RASA1,-0.443235404,-0.247546118,PBMC,PBMC
GIMAP5,0.249563146,0.111250553,PBMC,PBMC
CD68,0.654784544,-0.139850474,PBMC,PBMC
SIGLEC9,-0.814632756,-1.042401983,PBMC,PBMC
CD80,1.37200644,1.080872417,PBMC,PBMC
KYNU,-0.624184263,-1.211795573,PBMC,PBMC
ATXN1,-0.38731247,-0.20856673,PBMC,PBMC
ALCAM,-0.738527961,0.131234529,PBMC,PBMC
DOCK5,-0.699459058,-0.52987947,PBMC,PBMC
ST14,-0.872915875,-0.975721353,PBMC,PBMC
ARRB2,-0.339222555,-0.534541639,PBMC,PBMC
AHRR,-1.213392374,-2.121882487,PBMC,PBMC
C2,1.887690622,3.767904808,PBMC,PBMC
ZMYND15,-1.46228132,-1.514264641,PBMC,PBMC
TMBIM1,0.114381622,-0.031690481,PBMC,PBMC
SATB1,-0.12181595,-0.115712888,PBMC,PBMC
CLEC4E,-0.714484808,-0.311589299,PBMC,PBMC
CFD,1.287612248,0.500467766,PBMC,PBMC
ARL8A,0.112771913,0.098654336,PBMC,PBMC
CUL1,0.04233467,0.356707864,PBMC,PBMC
CIR1,0.254535474,0.21994978,PBMC,PBMC
IVNS1ABP,-0.321355883,-0.198764467,PBMC,PBMC
JARID2,-0.322365789,-0.378995619,PBMC,PBMC
PARP15,-0.126330954,0.226254764,PBMC,PBMC
YBX1,-0.26651465,-0.031448661,PBMC,PBMC
GCNT1,0.640954772,2.065574246,PBMC,PBMC
IQGAP2,0.033844524,0.124269728,PBMC,PBMC
SEMA4A,0.944683151,0.931826206,PBMC,PBMC
LCP1,-0.233096115,0.041910381,PBMC,PBMC
MAN2B1,-0.518948814,-0.273239525,PBMC,PBMC
DDIT3,0.268181794,-0.126895259,PBMC,PBMC
BTG2,-0.279259352,-0.225292332,PBMC,PBMC
SND1,-0.279189669,0.039514104,PBMC,PBMC
LAMP1,0.151513896,-0.005748274,PBMC,PBMC
GAPT,-0.49497654,-1.489943145,PBMC,PBMC
UBE2Z,0.132641388,0.182817083,PBMC,PBMC
PIK3R5,-0.315186587,-0.591926266,PBMC,PBMC
SNRNP200,-0.224374066,-0.176490511,PBMC,PBMC
DNASE2,0.313670784,-0.094744749,PBMC,PBMC
NUMB,-0.303451604,-0.31610159,PBMC,PBMC
IRF2BPL,0.056795486,-0.466720464,PBMC,PBMC
STT3B,-0.201683037,0.108629564,PBMC,PBMC
TUBGCP2,-0.430330186,-0.233960403,PBMC,PBMC
RAB34,-0.463753746,-0.767268686,PBMC,PBMC
LTBR,0.741382699,0.553937828,PBMC,PBMC
C5AR2,-0.664640856,-2.776745522,PBMC,PBMC
HK1,-0.306041093,0.06119303,PBMC,PBMC
